Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,1,Single,4567,1,No,3,3,1
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,1,Married,16376,1,No,3,3,5
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,1,Married,15999,1,Yes,3,3,1
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,2,Married,13402,1,No,3,3,12
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,3,Married,22984,2,No,3,3,2
37,No,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,2,Married,8800,1,No,3,3,5
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,5,Divorced,14218,7,Yes,3,3,2
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,3,Married,25949,7,Yes,3,3,12
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,1,Divorced,11092,1,Yes,3,2,5
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,2,Divorced,12832,2,No,3,2,10
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,2,Single,13492,1,Yes,3,3,10
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,1,Married,6076,6,No,3,3,10
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,1,Married,5531,1,No,3,4,5
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,3,Single,7914,7,No,4,3,4
46,No,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,2,Single,25166,8,No,3,3,2
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,3,Female,1,Married,25605,4,No,3,2,4
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,2,Married,5696,5,No,3,2,0
35,No,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,2,Divorced,24442,2,No,3,3,7
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,1,Divorced,7129,5,No,3,3,11
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,2,Married,6208,4,No,3,2,7
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,2,Single,4992,1,No,3,1,10
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,3,Male,2,Divorced,19188,2,No,3,3,2
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,1,Single,24978,4,No,3,2,3
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,Male,2,Single,15530,3,No,3,1,3
41,No,Travel_Rarely,796,Sales,4,1,Marketing,3,Female,3,Divorced,26458,0,Yes,3,4,22
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,Female,3,Single,2739,9,No,3,3,7
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,1,Married,6889,0,Yes,3,3,5
46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,4,Female,2,Married,10842,4,No,4,4,9
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,3,Female,2,Divorced,9060,4,No,3,3,5
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,2,Male,2,Married,22128,1,No,4,3,10
58,No,Non-Travel,350,Sales,2,3,Medical,2,Male,4,Divorced,22577,4,No,4,2,16
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,1,Married,9696,0,No,3,4,5
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,3,,3,Divorced,19271,8,Yes,3,3,22
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,2,Female,2,Divorced,10748,2,No,3,3,7
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,4,,2,Married,15696,4,No,3,2,7
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,Female,3,Married,8277,2,No,3,3,3
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,1,Married,12719,1,No,4,3,3
38,No,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,2,Married,4244,2,Yes,4,2,4
26,No,Travel_Rarely,572,Sales,10,3,Medical,3,Male,2,Single,9125,1,No,3,3,5
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,Male,4,Married,21624,2,Yes,3,3,2
18,No,Non-Travel,1431,Research & Development,14,3,Medical,2,Female,1,Single,8018,1,No,3,1,0
31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,4,Male,1,Married,21495,0,No,3,3,1
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,Male,1,Divorced,3157,4,Yes,3,3,2
45,No,Non-Travel,589,Sales,2,4,Life Sciences,3,Female,2,Married,19665,4,No,4,4,8
36,No,Travel_Rarely,430,Research & Development,2,4,Other,4,Female,2,Married,19573,4,Yes,4,3,1
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,Male,2,Married,19246,1,No,4,3,7
27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,Female,1,Single,19826,0,Yes,3,2,5
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,4,Male,1,Married,7003,1,No,3,4,11
32,No,Travel_Frequently,1318,Sales,10,4,Marketing,4,Male,2,Single,26075,8,No,3,4,0
42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,3,Male,1,Married,6161,3,No,4,2,6
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,2,Female,1,Single,5411,4,No,3,3,2
46,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,4,Male,3,Divorced,19989,3,No,3,2,9
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,3,Male,1,Divorced,10494,1,No,3,3,3
29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,4,Male,2,Divorced,21143,8,No,3,3,7
42,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,4,Male,1,Single,13624,4,No,3,3,0
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,3,Male,2,Single,26186,7,Yes,3,2,2
46,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,Female,4,Divorced,7739,2,No,3,3,19
27,No,Travel_Rarely,728,Sales,23,1,Medical,2,Female,2,Married,7018,1,No,4,3,9
29,No,Travel_Rarely,352,Human Resources,6,1,Medical,4,Male,1,Married,15434,1,No,3,3,1
43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,Female,5,Married,22539,7,No,3,3,16
48,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,4,Male,5,Married,13583,4,No,3,3,22
29,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,4,Male,1,Single,14753,1,Yes,4,2,1
46,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,3,Female,3,Married,14011,5,No,4,3,8
27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,4,Female,1,Married,23844,0,No,3,2,7
39,No,Travel_Rarely,835,Research & Development,19,4,Other,4,Male,2,Divorced,5141,8,No,3,3,2
55,No,Travel_Rarely,836,Research & Development,2,4,Technical Degree,2,Male,1,Married,7975,8,No,4,4,5
28,No,Travel_Rarely,1172,Sales,3,3,Medical,2,Female,1,Married,3692,1,No,3,3,1
30,Yes,Travel_Rarely,945,Sales,9,3,Medical,2,Male,1,Single,16019,1,No,3,2,1
22,Yes,Travel_Rarely,391,Research & Development,7,1,Life Sciences,4,Male,1,Single,26092,1,Yes,4,3,1
36,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,2,Female,2,Married,6060,1,Yes,3,3,10
31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,2,Male,2,Divorced,18624,1,No,3,3,10
34,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,3,Male,3,Married,24444,2,Yes,3,3,5
29,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,4,Male,1,Single,19384,3,No,3,3,3
37,No,Travel_Rarely,783,Research & Development,7,4,Medical,4,Male,2,Married,13588,5,Yes,4,3,5
35,No,Travel_Rarely,219,Research & Development,16,2,Other,4,Female,2,Married,25388,0,Yes,3,3,3
45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,2,Female,2,Married,23888,0,No,3,2,9
36,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,2,Male,2,Single,4223,1,No,4,2,10
40,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,,4,Divorced,18991,2,No,3,3,19
26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,2,Female,1,Married,14908,1,Yes,3,2,1
27,No,Travel_Rarely,511,Sales,2,2,Medical,1,Female,2,Single,26997,0,No,3,2,8
48,No,Travel_Frequently,117,Research & Development,22,3,Medical,4,Female,4,Divorced,2437,3,No,3,3,22
44,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,2,Male,2,Married,9364,2,No,3,3,2
34,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,4,Male,1,Married,14460,1,Yes,4,3,5
56,Yes,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,Male,1,Single,10261,1,No,3,3,4
36,No,Travel_Rarely,335,Sales,17,2,Marketing,3,Male,2,Married,16822,2,No,3,1,4
41,No,Travel_Rarely,337,Sales,8,3,Marketing,3,Female,2,Married,26841,5,No,4,3,5
42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,3,Male,3,Married,14842,9,No,3,4,13
31,No,Travel_Rarely,1079,Sales,10,2,Medical,3,Female,2,Divorced,20115,2,Yes,3,3,5
34,No,Travel_Rarely,735,Sales,3,1,Medical,4,Female,2,Married,16495,3,Yes,3,2,4
31,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,Female,1,Divorced,16031,8,No,3,2,2
26,No,Travel_Frequently,1096,Research & Development,6,3,Other,3,Male,1,Married,7102,0,No,3,3,7
45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,2,Male,2,Single,14511,4,No,3,3,4
33,No,Travel_Rarely,217,Sales,10,4,Marketing,2,Male,2,Single,10410,1,No,3,2,10
28,No,Travel_Frequently,783,Sales,1,2,Life Sciences,3,Male,2,Married,,1,Yes,3,3,7
29,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,3,Male,1,Single,10642,1,No,3,3,1
39,No,Non-Travel,1251,Sales,21,4,Life Sciences,1,Female,2,Married,3987,6,No,3,3,3
27,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,2,Male,1,Married,6073,1,No,3,2,5
34,No,Travel_Frequently,735,Research & Development,22,4,Other,3,Male,2,Married,26496,1,Yes,3,3,15
28,Yes,Travel_Rarely,1475,Sales,13,2,Marketing,4,Female,2,Single,23352,3,Yes,3,3,2
47,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,3,Male,2,Married,2125,8,No,3,4,8
56,No,Travel_Rarely,1443,Sales,11,5,Marketing,4,Female,2,Married,,4,No,3,3,0
39,No,Travel_Rarely,867,Research & Development,9,2,Medical,1,Male,2,Married,12315,1,No,4,3,10
38,No,Travel_Frequently,1394,Research & Development,8,3,Medical,4,Female,2,Divorced,18115,1,Yes,3,3,20
58,No,Travel_Rarely,605,Sales,21,3,Life Sciences,4,Female,4,Married,11761,4,Yes,3,2,1
32,Yes,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,Female,1,Single,15318,3,Yes,3,3,4
38,No,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,2,Male,1,Divorced,14293,2,No,3,4,5
49,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,2,Male,5,Married,13738,3,No,3,3,5
42,No,Travel_Rarely,419,Sales,12,4,Marketing,2,Male,2,Divorced,2900,3,Yes,3,3,0
27,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,Female,1,Married,19555,1,No,3,3,1
35,No,Travel_Rarely,682,Sales,18,4,Medical,2,Male,2,Married,15975,0,No,3,1,5
28,No,Non-Travel,1103,Research & Development,16,3,Medical,3,Male,1,Single,2122,1,No,3,2,5
31,No,Non-Travel,976,Research & Development,3,2,Medical,3,Male,1,Divorced,3995,1,Yes,3,4,4
36,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,Male,1,Married,9238,1,No,4,3,5
34,No,Travel_Rarely,937,Sales,1,3,Marketing,1,Male,3,Single,6770,1,No,4,2,14
34,No,Travel_Rarely,1239,Sales,13,4,Medical,4,Male,3,Divorced,22914,1,No,3,2,8
26,No,Travel_Rarely,157,Research & Development,1,3,Medical,3,Male,1,Single,20006,0,No,3,2,7
29,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,Male,2,Married,6225,0,No,3,2,5
32,No,Non-Travel,1146,Research & Development,15,4,Medical,3,Female,2,Divorced,16542,5,No,3,3,5
31,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,4,Male,2,Married,5771,1,No,4,3,10
28,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,3,Male,1,Divorced,18779,5,No,3,2,4
38,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,Male,1,Single,11473,4,No,3,2,1
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,3,Female,2,Married,13586,1,Yes,3,3,10
27,No,Travel_Rarely,954,Sales,9,3,Marketing,4,Male,2,Single,5099,1,No,3,3,7
32,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,4,Male,2,Single,10138,8,No,4,3,1
31,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,Male,2,Married,21075,1,Yes,3,3,10
53,Yes,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,Male,3,Single,5843,6,Yes,3,2,2
54,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,Female,2,Married,22474,3,No,3,2,4
33,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,4,Male,2,Divorced,18079,1,No,4,3,9
43,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,Male,3,Married,16873,1,No,3,3,10
38,No,Travel_Frequently,1444,Human Resources,1,4,Other,4,Male,1,Married,5224,0,Yes,3,3,6
55,No,Travel_Rarely,189,Human Resources,26,4,Human Resources,3,Male,5,Married,25811,4,Yes,3,3,10
31,No,Travel_Rarely,1276,Research & Development,2,1,Medical,4,Female,1,Divorced,17536,1,Yes,3,3,1
39,No,Travel_Rarely,119,Sales,15,4,Marketing,2,Male,4,Single,25098,0,No,3,3,20
42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,4,Male,2,Single,14811,1,No,3,3,20
31,No,Non-Travel,697,Research & Development,10,3,Medical,3,Female,3,Married,26862,4,No,4,4,11
54,No,Travel_Rarely,157,Research & Development,10,3,Medical,3,Female,2,Single,25198,6,Yes,3,3,5
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,2,Male,2,Single,14120,1,No,3,2,4
23,No,Travel_Rarely,571,Research & Development,12,2,Other,4,Male,1,Single,13672,1,No,3,4,5
40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,4,,2,Married,26849,1,No,3,4,10
40,No,Travel_Rarely,444,Sales,2,2,Marketing,2,Female,2,Married,4258,3,No,3,3,11
25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,3,Female,1,Married,19655,4,No,3,3,2
30,No,Travel_Rarely,911,Research & Development,1,2,Medical,4,Male,1,Married,4077,1,No,3,2,12
25,No,Travel_Rarely,977,Research & Development,2,1,Other,4,Male,1,Divorced,7298,6,Yes,3,2,2
47,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,Male,3,Single,13084,2,No,4,3,17
33,No,Non-Travel,1313,Research & Development,1,2,Medical,2,Male,1,Divorced,20439,1,No,3,2,1
38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,4,Male,2,Married,7636,0,No,3,3,15
31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,Male,1,Married,6393,0,No,3,3,2
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,Male,2,Married,14284,2,No,3,3,8
42,No,Travel_Rarely,557,Research & Development,18,4,Life Sciences,4,Male,2,Divorced,11189,6,Yes,3,2,4
41,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,4,Male,1,Married,21412,3,No,4,3,5
47,No,Non-Travel,1162,Research & Development,1,1,Medical,3,Female,3,Married,17231,0,No,3,1,13
35,No,Travel_Rarely,1490,Research & Development,11,4,Medical,4,Male,1,Married,20232,7,Yes,3,3,2
22,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,4,Male,1,Single,17624,0,No,3,4,3
35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,2,Male,2,Single,,1,No,3,3,10
33,No,Travel_Rarely,501,Research & Development,15,2,Medical,2,Female,2,Married,21653,0,Yes,3,3,9
32,No,Travel_Rarely,267,Research & Development,29,4,Life Sciences,3,Female,1,Single,15919,1,No,3,3,6
40,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,Male,1,Married,4060,8,No,3,2,1
32,No,Travel_Rarely,234,Sales,1,4,Medical,2,Male,1,Married,18024,0,No,3,3,2
39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,Male,2,Single,5340,7,No,3,3,7
38,No,Travel_Rarely,201,Research & Development,10,3,Medical,2,Female,3,Married,3376,3,No,3,3,18
32,No,Travel_Rarely,801,Sales,1,4,Marketing,3,Female,3,Married,24032,1,No,3,3,14
37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,3,Female,3,Married,15471,1,Yes,4,3,16
25,No,Travel_Rarely,1382,Sales,8,2,Other,1,Female,2,Divorced,13684,0,Yes,4,2,5
52,No,Non-Travel,585,Sales,29,4,Life Sciences,1,Male,1,Divorced,19788,2,No,3,2,9
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,2,Male,1,Single,13422,6,Yes,3,3,4
21,No,Travel_Rarely,501,Sales,5,1,Medical,3,Male,1,Single,25479,1,Yes,3,3,2
39,No,Non-Travel,105,Research & Development,9,3,Life Sciences,4,Male,5,Single,15302,2,No,3,2,6
23,Yes,Travel_Frequently,638,Sales,9,3,Marketing,4,Male,1,Married,26956,1,No,3,2,1
36,No,Travel_Rarely,557,Sales,3,3,Medical,1,Female,3,Married,12695,0,No,3,3,9
36,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,4,Female,2,Divorced,9192,7,No,3,3,4
56,No,Non-Travel,667,Research & Development,1,4,Life Sciences,3,Male,2,Divorced,26236,1,No,4,2,13
29,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,Male,1,Married,26124,9,Yes,3,4,2
42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,Male,5,Married,17312,5,No,3,2,22
56,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,4,Male,1,Married,3666,8,No,3,1,10
41,No,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,Female,4,Married,5640,0,No,4,3,20
34,No,Travel_Rarely,704,Sales,28,3,Marketing,4,Female,2,Married,8978,1,No,4,3,8
36,No,Non-Travel,301,Sales,15,4,Marketing,4,Male,2,Divorced,10436,1,No,4,2,15
41,No,Travel_Rarely,930,Sales,3,3,Life Sciences,3,Male,2,Divorced,12227,2,No,3,3,5
32,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,4,Male,1,Single,11288,1,No,3,3,4
35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,3,Female,3,Single,16642,1,Yes,3,3,9
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,1,Female,2,Married,5982,1,No,3,3,10
50,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,2,Male,2,Divorced,14255,7,No,3,3,6
36,No,Travel_Rarely,1120,Sales,11,4,Marketing,2,Female,2,Married,14369,4,No,3,2,6
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,4,Female,2,Single,23333,8,No,3,3,5
40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,3,Male,1,Single,2725,2,No,3,3,2
35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,3,Male,2,Married,24594,1,Yes,3,4,10
40,No,Travel_Rarely,1194,Research & Development,2,4,Medical,3,Female,1,Married,12549,2,No,3,3,5
35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,3,,1,Married,,1,No,3,3,4
29,No,Travel_Rarely,1378,Research & Development,13,2,Other,4,,2,Married,23679,4,Yes,3,3,4
29,No,Travel_Rarely,468,Research & Development,28,4,Medical,4,Female,1,Single,8489,1,No,3,1,5
50,Yes,Travel_Rarely,410,Sales,28,3,Marketing,4,Male,3,Divorced,16586,4,Yes,3,3,3
39,No,Travel_Rarely,722,Sales,24,1,Marketing,2,Female,4,Married,8828,0,No,3,2,20
31,No,Non-Travel,325,Research & Development,5,3,Medical,2,Male,2,Single,3787,0,No,3,3,9
26,No,Travel_Rarely,1167,Sales,5,3,Other,4,Female,1,Single,21378,0,No,3,3,4
36,No,Travel_Frequently,884,Research & Development,23,2,Medical,3,Male,2,Married,12290,4,No,3,3,5
39,No,Travel_Rarely,613,Research & Development,6,1,Medical,4,Male,3,Married,21457,4,No,3,3,7
27,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,2,Male,2,Married,5174,1,Yes,4,3,6
49,No,Travel_Frequently,1023,Sales,2,3,Medical,4,Male,2,Married,13243,2,No,3,2,9
34,No,Travel_Rarely,628,Research & Development,8,3,Medical,2,Male,2,Married,10228,2,No,3,4,4
